Date,Ask,Bid,Mid,Spread,without prompt,with prompt
2023-01-11 20:00:00,6.7581,6.7574,6.75775,0.00035,0,0
2023-01-11 19:59:00,6.7605,6.7598,6.76015,0.00035,0,0
2023-01-11 19:58:00,6.7601,6.7591,6.7596,0.0005,0,0
2023-01-11 19:57:00,6.7594,6.7584,6.7589,0.0005,0,0
2023-01-11 19:56:00,6.7582,6.7572,6.7577,0.0005,0,0
2023-01-11 19:55:00,6.759,6.758,6.7585,0.0005,0,0
2023-01-11 19:54:00,6.7581,6.7569,6.7575,0.0006,0,0
2023-01-11 19:53:00,6.7607,6.7597,6.7602,0.0005,0,0
2023-01-11 19:52:00,6.7611,6.7602,6.76065,0.00045,0,0
2023-01-11 19:51:00,6.7618,6.7608,6.7613,0.0005,0,0
2023-01-11 19:50:00,6.7618,6.7608,6.7613,0.0005,0,0
2023-01-11 19:49:00,6.7606,6.7597,6.76015,0.00045,0,0
2023-01-11 19:48:00,6.7606,6.7596,6.7601,0.0005,0,0
2023-01-11 19:47:00,6.76,6.7589,6.75945,0.00055,0,0
2023-01-11 19:46:00,6.7602,6.7591,6.75965,0.00055,0,0
2023-01-11 19:45:00,6.7605,6.7594,6.75995,0.00055,0,0
2023-01-11 19:44:00,6.76,6.759,6.7595,0.0005,0,0
2023-01-11 19:43:00,6.7597,6.7585,6.7591,0.0006,0,0
2023-01-11 19:42:00,6.7599,6.7588,6.75935,0.00055,0,0
2023-01-11 19:41:00,6.7602,6.759,6.7596,0.0006,0,0
2023-01-11 19:40:00,6.7607,6.7597,6.7602,0.0005,0,0
2023-01-11 19:39:00,6.7595,6.7586,6.75905,0.00045,0,0
2023-01-11 19:38:00,6.7593,6.758,6.75865,0.00065,0,0
2023-01-11 19:37:00,6.7583,6.7572,6.75775,0.00055,0,0
2023-01-11 19:36:00,6.7586,6.7575,6.75805,0.00055,0,0
2023-01-11 19:35:00,6.7599,6.759,6.75945,0.00045,0,0
2023-01-11 19:34:00,6.7601,6.759,6.75955,0.00055,0,0
2023-01-11 19:33:00,6.76,6.759,6.7595,0.0005,0,0
2023-01-11 19:32:00,6.7597,6.7587,6.7592,0.0005,0,0
2023-01-11 19:31:00,6.7604,6.7591,6.75975,0.00065,0,0
2023-01-11 19:30:00,6.7608,6.7594,6.7601,0.0007,0,0
2023-01-11 19:29:00,6.7613,6.7598,6.76055,0.00075,0,0
2023-01-11 19:28:00,6.7612,6.7596,6.7604,0.0008,0,0
2023-01-11 19:27:00,6.7609,6.7594,6.76015,0.00075,0,0
2023-01-11 19:26:00,6.7621,6.7608,6.76145,0.00065,0,0
2023-01-11 19:25:00,6.7622,6.761,6.7616,0.0006,0,0
2023-01-11 19:24:00,6.7624,6.7611,6.76175,0.00065,0,0
2023-01-11 19:23:00,6.7625,6.761,6.76175,0.00075,0,0
2023-01-11 19:22:00,6.7623,6.7609,6.7616,0.0007,0,0
2023-01-11 19:21:00,6.7635,6.7622,6.76285,0.00065,0,0
2023-01-11 19:20:00,6.7627,6.7617,6.7622,0.0005,0,0
2023-01-11 19:19:00,6.7613,6.7604,6.76085,0.00045,0,0
2023-01-11 19:18:00,6.7595,6.7586,6.75905,0.00045,0,0
2023-01-11 19:17:00,6.7589,6.758,6.75845,0.00045,0,0
2023-01-11 19:16:00,6.7591,6.7583,6.7587,0.0004,0,0
